,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
609301,5.032296196323084,4.776924006897169,0.0563806573845558,1.0,0.0,0.0,0.0,0.0
129088,5.598518355167786,6.422438026359357,2.4125070392062327,1.0,0.0,0.0,0.0,0.0
24491,33.328078412897334,3.5061821315150508,3.147357969637501,1.0,0.0,0.0,1.0,0.0
249991,14.240303488475517,0.1752592574828506,2.920745267886318,1.0,0.0,0.0,1.0,0.0
18725,5.351091300766053,0.6525258006911211,0.8991815983872911,1.0,0.0,0.0,0.0,0.0
51408,20.12260687555727,3.4779246962854136,0.4155653172407012,1.0,1.0,0.0,1.0,0.0
913244,103.80077998214084,0.3807659497930762,1.1287512351970537,1.0,1.0,0.0,1.0,0.0
294125,3.321699634938032,0.0630039420805585,0.9459192242942402,1.0,0.0,0.0,1.0,0.0
733477,103.11545430725944,0.8081560061615387,3.613886553752593,1.0,0.0,0.0,1.0,1.0
64997,16.761988216423354,0.3663911944813944,1.67298928051839,1.0,0.0,0.0,0.0,0.0
914623,60.14826449774235,6.6743062231330175,1.3029372143472129,1.0,1.0,0.0,1.0,0.0
74713,5.823041290916988,1.1730095321825709,0.7448098257032671,1.0,1.0,0.0,1.0,0.0
379144,18.831763645180832,0.0614408986593903,0.9490625936896708,1.0,0.0,0.0,1.0,0.0
330406,1.1635047661818063,0.0335040167960788,0.504027562841747,0.0,0.0,0.0,1.0,0.0
247028,2.4732459252777037,2.5351176217854627,0.8067044632450515,1.0,0.0,0.0,1.0,0.0
128551,53.79571495897632,0.8404937594853095,2.3666874804625566,1.0,1.0,0.0,1.0,0.0
187508,35.51999979515551,0.2159651292605053,3.155865945127537,1.0,0.0,0.0,0.0,0.0
832,2.6878570627003566,0.0937155925984941,0.6100921485235983,1.0,0.0,0.0,0.0,0.0
866836,6.811091787040505,1.892030077841577,1.1805460504054104,1.0,1.0,0.0,1.0,0.0
677232,34.569864778632066,0.4597439354446793,0.5040308325560817,1.0,0.0,0.0,0.0,0.0
524092,0.8832011584138113,1.9492179831889216,5.8031948017188215,0.0,0.0,0.0,0.0,1.0
384617,20.518969902950086,0.0505152278331614,5.947205809917139,1.0,1.0,0.0,0.0,0.0
403605,12.013082770102232,42.02737286924863,3.3874550791074687,1.0,1.0,0.0,1.0,0.0
874906,9.438750568121716,0.207389883530706,1.511436916056078,1.0,0.0,0.0,1.0,0.0
975225,0.638218754293006,7.993699597540772,1.3168764108974311,0.0,0.0,0.0,1.0,0.0
971059,49.6927000800678,1.916213197686293,1.95923987584534,1.0,1.0,0.0,1.0,0.0
706162,1.4287527455433808,2.933506598352704,0.8374866169271172,0.0,0.0,0.0,0.0,0.0
988949,1.427237419493588,13.007070756945906,0.543558314820619,0.0,1.0,0.0,1.0,0.0
774980,0.2628096923512396,0.361352874062676,0.6753818985493443,0.0,0.0,0.0,0.0,0.0
70334,28.88932174449066,4.068895127831868,0.6059720952204639,1.0,0.0,0.0,1.0,0.0
178658,20.162914308365988,0.831154893630937,0.5592152475945502,1.0,0.0,0.0,1.0,0.0
690543,6.722685848197134,2.501145909475092,0.3366086215569894,1.0,1.0,0.0,0.0,0.0
488919,9.63813441002258,6.870316306379752,0.1061942545079952,1.0,0.0,0.0,1.0,0.0
288493,5.717887151231619,0.0414402190624061,0.4573177170919876,1.0,0.0,0.0,1.0,0.0
526141,4.974991828982341,0.162163713862599,0.0736874307476334,1.0,1.0,0.0,1.0,0.0
285663,7.99581155243623,0.1586410188729136,0.3665533183459178,1.0,1.0,0.0,1.0,0.0
853143,16.026111396425385,0.7194588915670429,12.783754642720725,1.0,1.0,0.0,1.0,1.0
345768,291.2543581685339,1.023181217846432,0.4380991982009757,1.0,0.0,0.0,0.0,0.0
64445,21.01161857160285,14.220214751111351,5.112885334310144,1.0,0.0,0.0,0.0,0.0
163724,9.84026762239844,2.125057675736826,2.6246700737323865,1.0,1.0,0.0,0.0,0.0
192542,4.662265989993184,33.78016158186325,1.0796305358773892,1.0,0.0,1.0,0.0,0.0
662526,4.6243670067841816,1.4453723623407175,3.3005621705326997,1.0,0.0,0.0,1.0,0.0
846663,95.16483913793309,0.1596905819865959,11.246538154073743,1.0,0.0,1.0,1.0,0.0
212069,34.813522443133046,0.8607231045561331,0.958503503525376,1.0,0.0,0.0,1.0,0.0
969473,6.077225923349454,0.2228093926598126,0.4869297779996983,1.0,0.0,0.0,1.0,0.0
966027,1.4868993471752268,0.1766343107933767,0.7694322603457525,0.0,0.0,0.0,0.0,0.0
155537,9.159187393711171,1.7303413770564595,0.4904061669906538,1.0,1.0,0.0,1.0,0.0
864128,101.53041815260453,1.207978973994234,1.608743687704499,1.0,1.0,0.0,0.0,0.0
773186,33.795567601352325,25.5463973990082,4.522447282691901,1.0,0.0,0.0,0.0,0.0
779357,1.5296860788898463,0.9650924789770282,1.81779764957432,0.0,1.0,0.0,1.0,0.0
706593,15.634660256317837,4.603482543881997,1.694202718504934,1.0,1.0,0.0,0.0,0.0
559235,20.38169546745779,0.2649930101086168,0.9941622590256856,1.0,1.0,0.0,1.0,0.0
754118,5.774192531764041,63.06043964775805,0.3368842323729265,1.0,0.0,1.0,1.0,0.0
913781,38.814398331144055,0.2291914275328972,2.7450416007587832,1.0,1.0,0.0,1.0,0.0
743485,9.995696287146428,0.3395904190452792,0.3610451889813655,1.0,1.0,0.0,1.0,0.0
194166,91.38996248556532,0.7925406347455782,3.5376809877346225,1.0,0.0,0.0,1.0,0.0
953049,1.4052752840152123,0.7465314108029593,0.3883569663563159,0.0,0.0,1.0,0.0,0.0
327342,1.5213535127727504,15.894782752010292,1.1466628760235205,0.0,1.0,1.0,1.0,0.0
47826,4.616637200793081,0.0600798656817358,0.882284699222132,1.0,0.0,0.0,0.0,0.0
668186,19.268517040396755,26.2144430839414,0.1130726434123823,1.0,0.0,0.0,1.0,0.0
525287,49.97528023101073,1.6254334453507562,4.292262890596834,1.0,1.0,0.0,0.0,0.0
647453,5.178814277393858,0.2827173550819834,0.2169780064057611,1.0,1.0,0.0,1.0,0.0
724721,3.1921433115613134,1.9553796211177956,0.6194935917251404,1.0,0.0,0.0,1.0,0.0
421545,8.327466197153381,0.4808464900397358,1.4663258157657064,1.0,0.0,1.0,0.0,0.0
982214,0.777253078196286,7.236204786629349,0.114353011010634,0.0,0.0,1.0,0.0,0.0
63197,0.8034429611840509,6.803295903916409,0.6781418683517202,0.0,0.0,0.0,1.0,0.0
636923,5.656196472781764,4.001481713055375,0.3079425112015052,1.0,0.0,0.0,1.0,0.0
586364,1.7469660159400413,1.016048494598143,12.367272843034,0.0,1.0,0.0,0.0,0.0
72662,13.12143974824395,31.239262632349536,4.563803403101537,1.0,0.0,0.0,0.0,0.0
274461,90.88226072798707,1.0635153790629532,0.8025948185697764,1.0,1.0,1.0,1.0,0.0
104459,3.128912117704594,26.13881314501454,0.2572227741715956,1.0,0.0,0.0,1.0,0.0
784391,5.738809892328637,1.8079692495882325,0.9076176891745468,1.0,0.0,0.0,0.0,0.0
224918,16.234011846237802,0.6177306679461343,0.7472981710835613,1.0,1.0,0.0,0.0,0.0
277048,17.42873135076582,0.1950781658801161,3.519315828349105,1.0,0.0,0.0,0.0,0.0
445863,6.310696827077521,0.0767205277730141,0.5132709180595977,1.0,0.0,0.0,0.0,0.0
497937,12.895751256400205,0.7485083429217851,2.702663756515486,1.0,0.0,0.0,1.0,0.0
982494,3.582906331641551,0.7413960163435916,0.2681069646787018,1.0,0.0,0.0,1.0,0.0
267156,14.823828689176676,1.3460705838632234,1.1416430733874678,1.0,1.0,0.0,0.0,0.0
162067,16.4102211088791,0.5258793727914632,0.6136786337301272,1.0,0.0,0.0,1.0,0.0
619295,4.277202215393267,8.998670490961214,0.0967190178691248,1.0,0.0,0.0,0.0,0.0
31503,25.869854643068106,10.465037645861312,0.0408580731886696,1.0,1.0,0.0,1.0,0.0
128421,24.73756245226979,0.1706667996687771,0.3188239326057126,1.0,1.0,1.0,1.0,0.0
956640,1.0704346613703652,2.800219651129011,0.3380515865082728,0.0,0.0,0.0,0.0,0.0
361582,18.64113078675823,2.0045534109314165,1.4966649544875483,1.0,1.0,0.0,1.0,0.0
148113,25.599777222291262,0.8911474429028332,0.5633241817623724,1.0,1.0,0.0,0.0,0.0
868371,0.4417151845162513,0.0702131157230327,2.6356253408728065,0.0,0.0,0.0,1.0,0.0
333483,1.651225572073575,2.78911063957473,2.1146868637153,0.0,0.0,0.0,1.0,0.0
415891,37.77350327090211,0.1157393361671903,1.7757541140226516,1.0,1.0,0.0,0.0,0.0
526977,10.33685520398978,0.1429796994309511,1.738281903940266,1.0,1.0,0.0,1.0,0.0
442824,5.663461993285455,7.450902422963078,0.536487273574506,1.0,1.0,0.0,0.0,0.0
297558,12.509476541329512,2.4562846985712787,0.1362772268087845,1.0,1.0,0.0,1.0,0.0
737569,19.91697820386741,1.0471565485912493,2.2198718289136674,1.0,0.0,0.0,0.0,0.0
644996,0.2916339433314542,0.2927896162189781,1.064921628250055,0.0,0.0,0.0,1.0,0.0
137802,3.8657084301495055,0.3253902566043356,0.7615455973070453,1.0,0.0,0.0,1.0,0.0
173184,5.875186362609055,0.2779694045979975,0.1237079093107605,1.0,1.0,0.0,0.0,0.0
932411,32.458619727845644,1.1115183035142149,1.8681768042881244,1.0,0.0,0.0,1.0,0.0
180714,18.42664187044441,0.163132675621889,0.7432746353781118,1.0,1.0,0.0,0.0,0.0
239099,6.803350987054847,0.2498290565801985,0.963865213309664,1.0,1.0,1.0,1.0,0.0
253842,18.341491366982915,13.110687586724254,1.3766900098374624,1.0,0.0,0.0,0.0,0.0
19278,29.36182804723157,0.1770416668244029,0.1838265446325717,1.0,0.0,0.0,1.0,0.0
633150,159.69481438707166,24.282486191440032,2.1614568908612584,1.0,1.0,0.0,1.0,0.0
551160,9.997416672408178,0.5065260048353697,2.223985151713281,1.0,1.0,0.0,1.0,0.0
900343,8.152207399150067,0.5859448650045428,0.7423677256515374,1.0,0.0,0.0,0.0,0.0
826447,17.83845435638963,0.4417660217836284,2.9522072101374173,1.0,0.0,0.0,0.0,0.0
262074,4.5360521703716055,1.387160645898918,1.939781794277345,1.0,1.0,0.0,1.0,0.0
642201,2.304004097343547,2.899586146630473,0.1859537118191315,1.0,0.0,0.0,1.0,0.0
628898,3.849620162563447,0.040568883514882,2.699635397233556,1.0,1.0,0.0,1.0,0.0
127963,11.285476836009282,0.6053195776039546,0.2404180235377466,1.0,0.0,1.0,0.0,0.0
400316,2.364644884873824,1.7986307978454017,0.9059416431729116,1.0,1.0,0.0,0.0,0.0
135405,3.332007441309574,0.0795774813473573,1.3195695243474994,1.0,0.0,0.0,1.0,0.0
620624,19.063287220418434,0.0552296331248276,0.3957895507349509,1.0,0.0,0.0,1.0,0.0
862343,13.144238705687972,0.5043616775667852,4.576006250722903,1.0,1.0,0.0,0.0,0.0
543850,1.98510658367386,0.4515890546362888,0.1753159150740764,1.0,0.0,0.0,0.0,0.0
7413,7.877927308450642,4.663107835926986,0.2948627625433098,1.0,1.0,0.0,0.0,0.0
862830,63.43067280157327,0.3823818656898917,0.1390127585248383,1.0,1.0,0.0,0.0,0.0
794899,15.11704419328953,2.3440155455785288,2.2014852213005778,1.0,0.0,0.0,0.0,0.0
163768,126.93576627231354,0.3237690284647257,0.1932289733350442,1.0,0.0,0.0,1.0,1.0
195835,1.633055885448476,0.1358622021348819,0.3354494807924844,0.0,0.0,0.0,0.0,0.0
861611,9.900311562367774,0.0404865972467046,1.4857875052455056,1.0,0.0,0.0,1.0,0.0
790477,134.69876752575254,0.8554174536692395,0.5291233156548093,1.0,1.0,0.0,0.0,0.0
937930,14.307166793081242,1.82413493525042,0.1917135522215517,1.0,0.0,1.0,1.0,0.0
249147,29.59762193508435,4.757037721260112,0.1624803035186616,1.0,0.0,0.0,1.0,0.0
848196,116.51615918283696,3.2643855262859955,0.9580258145645084,1.0,1.0,0.0,1.0,0.0
694486,3.510715570053629,8.49291848736584,0.4824187272818345,1.0,0.0,0.0,0.0,0.0
538653,2.2567287941315577,9.464716822203387,0.7965952601659049,1.0,0.0,0.0,1.0,0.0
984464,22.006860496555166,1.4395505794454833,0.1461322986277229,1.0,0.0,0.0,0.0,0.0
135606,6.825190610334965,2.2980917814668382,0.676085335842007,1.0,1.0,1.0,0.0,0.0
526384,144.1498495820343,4.3063730524575226,0.3910567666394957,1.0,0.0,0.0,0.0,0.0
284989,12.90468555632736,6.164411134333831,3.212108819306112,1.0,1.0,0.0,0.0,0.0
761397,4.39485058267947,0.0534112758023103,4.753862750667045,1.0,1.0,0.0,1.0,1.0
42794,3.485355416658987,3.060288107512973,8.697348700799964,1.0,1.0,0.0,1.0,1.0
941834,78.40915281607292,0.9591358999828968,0.5716837364817813,1.0,0.0,0.0,1.0,0.0
482102,158.65420460747575,0.1269637117847065,2.0485087134652664,1.0,0.0,0.0,1.0,1.0
686854,2.0644830349291903,0.1933792108347508,4.393839275776121,1.0,0.0,0.0,0.0,0.0
301336,1.4358548585579545,2.8420491122723286,1.5737538815717191,0.0,0.0,0.0,0.0,0.0
564153,196.1870898292192,0.6594071234137081,1.1748663619871769,1.0,0.0,0.0,1.0,1.0
233818,21.43234491674767,2.144985174256941,2.4072388934898683,1.0,0.0,0.0,0.0,0.0
86174,3.147782562980283,0.3303879150716504,1.3502316603434878,1.0,1.0,0.0,1.0,0.0
328908,0.1720375584382189,0.0869095869436014,0.4708314944231107,0.0,0.0,0.0,1.0,0.0
956623,18.90075794054748,36.91223714938362,1.1434764527076449,1.0,0.0,0.0,1.0,0.0
818124,1.557690699719956,0.7029165816675732,0.1482443653044776,0.0,0.0,0.0,1.0,0.0
45307,96.08032019129728,6.806872856361241,1.30354676177551,1.0,0.0,0.0,0.0,0.0
249362,3.001176579659424,1.1488894811139327,4.923564429961584,1.0,1.0,0.0,0.0,0.0
892335,9.07998573761034,1.0228981931359802,2.815149576007361,1.0,1.0,1.0,1.0,0.0
289502,2.113219666627673,0.0393280007591423,0.2424537912205484,1.0,0.0,0.0,0.0,0.0
333756,5.144074854160532,3.3301105945534366,1.585373194069167,1.0,0.0,0.0,0.0,0.0
464667,2.0079886763146897,5.288611315961668,2.451718376676497,1.0,0.0,0.0,1.0,0.0
802707,19.806558120274914,2.143824778852409,0.9744458815945288,1.0,1.0,0.0,0.0,0.0
228892,8.853873734941493,2.3656573961998726,0.4533884514721147,1.0,0.0,0.0,0.0,0.0
54832,44.4267950018396,2.317487805844116,2.292107691308585,1.0,0.0,0.0,1.0,0.0
57468,21.010262913515536,3.2559700869494264,0.5892310091038199,1.0,0.0,0.0,1.0,0.0
528826,161.82226168237128,5.284634345413187,1.382418673726736,1.0,0.0,1.0,0.0,0.0
570871,17.773160305542138,0.3377706891241349,0.8581122564785273,1.0,0.0,0.0,0.0,0.0
254326,11.666346534000464,1.6157454279023569,0.4772342410744138,1.0,1.0,0.0,1.0,0.0
908584,19.09369695822354,3.765374059682616,0.3019040105267281,1.0,0.0,0.0,1.0,0.0
521346,4.358642943807655,1.76855817219025,0.1524997155683632,1.0,0.0,0.0,1.0,0.0
318773,4.857249329232987,0.553793714128468,4.366024526417401,1.0,0.0,1.0,0.0,0.0
697360,72.8796054980756,0.1015214662810307,0.4354870140040406,1.0,0.0,0.0,0.0,0.0
820489,2.133742668838253,5.911405152877214,1.6047883115979071,1.0,0.0,0.0,1.0,0.0
485719,107.41159449893532,0.0805380060140215,0.2944140398777117,1.0,0.0,0.0,1.0,1.0
724092,74.41306469168906,1.7790327246747475,0.2953881442836855,1.0,0.0,0.0,1.0,0.0
888159,1.8067993738022552,2.759056479881172,0.9384300070463044,0.0,0.0,0.0,1.0,0.0
934598,8.45581935951933,0.0395377287125789,8.44132473601561,1.0,0.0,0.0,0.0,0.0
112151,1.0715619309695643,0.1137249634912419,1.0748637904621698,0.0,0.0,0.0,1.0,0.0
833062,12.779987917171477,0.2844053421427812,0.5225245317987428,1.0,0.0,0.0,1.0,0.0
122876,46.01342424192421,0.0696058670037402,0.4883387918384523,1.0,0.0,0.0,1.0,0.0
411640,7.801643408666783,0.8155292761724472,1.9626770449995417,1.0,0.0,0.0,1.0,0.0
393987,3.947290917712433,0.2247237364175383,0.9753864999385526,1.0,0.0,0.0,0.0,0.0
962440,28.190914247632488,0.0610136493948491,0.2246465734110258,1.0,1.0,0.0,1.0,0.0
